sub,number,name,url,description,catalog
SPA,332,Film in the Spanish-Speaking World,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-332,"This course provides an introduction to cinema and film studies in the Spanish-speaking world, with emphasis on aesthetics and methods of critical analysis. Topics vary; course may be repeated for credit with instructor permission. Prerequisites: SPA-301 and SPA-302.",2015
SPA,333,Literature of Latin America,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-333,A survey of major periods and genres through the works of representative Latin American authors. Prerequisites: SPA-301 and SPA-302.,2015
SPA,334,Literature of Spain,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-334,A survey of major periods and genres through the works of representative Spanish authors. Prerequisites: SPA-301 and SPA-302.,2015
SPA,335,U.S. Latino/a Literature,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-335,"This course considers key issues in contemporary US Latino/a cultural production by examining diverse literary and cultural texts within the social, historical, and political contexts in which they were created. This course treats a variety of genres from both ""high"" and ""popular"" culture: narrative, poetry, theater, film, music, and visual art. The course will be conducted in Spanish.  Prerequisites: SPA-301 and SPA-302",2015
SPA,340,National Traditions in the Spanish-Speaking World,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-340,"This course considers the literature and cultural history of a particular Spanish-speaking country or countries. The role of literature and other cultural production in constructing the modern nation and local identities will be considered. Readings are in Spanish and may cover a variety of time periods, genres, and authors. A different country may be considered each time the course is taught, and the course may be repeated with instructor permission. Prerequisites: SPA-333, SPA-334, or SPA-335",2015
SPA,342,Latin American Indigenous Studies,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-342,"This course considers the relationship between indigenous, Iberian, and Latin American societies, through the study of indigenous, indianist, and/or indigenista cultural production. Topics vary; course may be repeated for credit with instructor permission. Prerequisites: SPA-333, SPA-334, or SPA-335",2015
SPA,350,Transatlantic Literature and Society,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-350,"This course considers themes found in both Peninsular and Latin American cultural production. Topics vary; students analyze specific traditions, genres, or periods, while taking into account political, social and historical processes, as well as post-colonial studies. The course may be repeated for credit with instructor permission. Prerequisites: SPA-333, SPA-334, or SPA-335",2015
SPA,397,Internship,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-397,Individually arranged and supervised service or research in a bilingual or target language environment. Internships will provide practical experience in the field of concentration. An extended analysis and periodic reports of the experience will be required. See internship guidelines.  Prerequisite: Instructor permission required,2015
SPA,437,Spanish Literature and Society: Narrative and Film,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/400/SPA-437,"A study of literary and cinematic narrative through representative works. Their relationships to Spanish and Spanish-American society and history will be emphasized.  Prerequisite: SPA-333, SPA-334 or SPA-335",2015
SPA,438,"Spanish Literature and Society: Poetry, Drama, and Song",http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/400/SPA-438,"A study of verse and drama through representative historical and contemporary works from Spain and Spanish America. Prerequsites: SPA-333, SPA-334, or SPA-335",2015
SPA,490,Spanish Major Capstone,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPA-Spanish/400/SPA-490,"A capstone course designed for students within six credits of completion of the Spanish Major requirements and who are co-enrolled in an upper division literature or professional course; required for the Spanish Major. Students demonstrate their consummate communication competencies and knowledge of Spanish-speaking cultures and literatures by means of a research paper, a formal oral presentation, and an oral proficiency interview. In this course students compile a portfolio for Spanish majors preparing for the next step into graduate school or the professional world.  Prerequisites: Senior standing and instructor permission",2015
SPE,101,Basic Public Speaking,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-101,Theory and practice in the fundamental skills needed to create and deliver effective speeches before an audience.,2015
SPE,102,Debate,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-102,This course is designed for students who wish to participate in intercollegiate debate and speech competitions.  It will lecture/discussion sessions and mock debates.  Students may compete and attend lecture/discussion sessions without enrolling for credit.  Only three units of credit will count toward the major in Politics and Economics or International Political Economy.  This course does not count toward the social science portion of the Liberal Arts Curriculum. Marked Satisfactory/Unsatisfactory.,2015
SPE,105,Foundations of Oral Communication,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-105,"A broad-based introduction to oral communication in daily life. Includes theory and experience in communication models, interpersonal communication, group discussion and formal public speaking.",2015
SPE,199,Debate I,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/100/SPE-199,This course is designed for students who wish to participate in intercollegiate debate and speech competitions. It will include lecture/discussion sessions and mock debates.  Students may compete and attend lecture/discussion sessions without enrolling for credit.  Only three units of credit will count toward the major in Politics and Economics or International Political Economy. Pass/Fail,2015
SPE,201,Foundations of Oral Communication,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/200/SPE-201,"A broad-based introduction to oral communication in daily life. Includes theory and experience in communication models, interpersonal communication, group discussion and formal public speaking.",2015
SPE,301,Oral Argumentation,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-301,"The course will identify and explain the concepts students must know and the steps they must take when constructing an argument. The course will emphasize argumentation as a communicative activity in which students advance claims and their grounds, then strengthen and refine them using compelling evidence that will resist the refutation of others. Real life application of the theories of argumentation will be stressed along with the importance of academic debate of current social issues. Students will participate in debates and presentations designed to build their skills in argumentation. Students will also be tested on their understanding of argumentation models starting with Aristotle and the Greeks, then concluding with Chomsky and other modern critics of rhetoric.  Prerequisites: SPE-101",2015
SPE,305,Paradigms in Intercultural Communication,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-305,"This course explores phenomena related to intercultural and co-cultural communication with an emphasis on methodological approaches to the study of culture. This course will focus on globalization, cultural groups, and communicative differences in order to explicate quantitative, interpretive, and critical approaches to communication.",2015
SPE,399,Debate II,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-399,"This course is designed for students who wish to participate in intercollegiate debate and speech competitions. It will have lectures, discussion sessions, and debates. Only three units of credit from SPE-199/399 will count toward the Speech Rhetoric Minor. May be repeated for credit. Pass/Fail. Prerequisites: SPE-199",2015
STS,110,Effective Studying,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/STS-Study-Skills/100/STS-110,"A course designed to challenge students to learn and apply efficient and effective studying techniques. This course will provide numerous success strategies and resources. Topics covered in the course include: transitioning, time management, goal setting, memory, active reading strategies, effective note taking, test taking, problem solving, critical thinking, communication, writing, diversity, and resources.",2015
THE,110,Play Reading and Discussion,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-110,This course will broaden students' awareness and knowledge of dramatic material available and expose them to different genres and styles of stage plays. Students will read and discuss classical as well as contemporary plays assigned. The group discussion dynamic promotes the analytic process of breaking down a script and the sharing of ideas. May be repeated for credit.,2015
THE,115,Theatre Appreciation,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-115,"Appreciation of the live theatre event through a survey of its dominant philosophy, principles and practice. Supplemented by historical perspectives, reading representative plays and access to the production experience.",2015
THE,140,Stagecraft,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-140,"Study of principles, techniques and materials involved in scenery construction and stage lighting. Lab linked to production.",2015
THE,140L,Stage Craft Lab,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-140L,Laboratory component to be taken concurrently with THE-140.,2015
THE,199T,Special Topics in Theatre,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-199T,nan,2015
THE,200,Introduction to Film Studies,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-200,"This course will introduce students to the craft of film making so they may view movies with a more critical eye.  The class will focus on film analysis, forms, genres and technical aspects. The course will utilize lectures, film clips and full features as part of the class experience and students will also learn techniques for writing critically about film.",2015
THE,201,Play Analysis,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-201,"Play scripts are the words of the playwright which serve as a blueprint from which directors, designers, and actors create a specific world for an audience. Thorough analysis of the play is critical for the writer's story to be fully realized on stage. Students will learn to closely examine the play script using various methods of analysis in order to make informed choices about performance and design elements.",2015
THE,210,Stage Makeup,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-210,"Study of principles, techniques and materials involved in the craft of stage makeup.  This course will explore basic makeup techniques for stage actors as well as special makeup effects that may include: old age makeup, fantasy, and prosthetics. Prerequisites: THE-115",2015
THE,211,Costume Skills,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-211,"Study of principles, techniques and materials involved in costume construction. Students will learn stitching techniques, sewing machine/serger operation, and fundamentals of choosing fabric for theatrical costuming.",2015
THE,215,Acting Fundamentals,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-215,An introduction to acting for the stage. Emphasis is placed on communication and exploration of character.  Exercises involve both improvisations as well as work with scripted scenes.,2015
THE,216,Voice and Diction,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-216,"Exploration into the mechanics, articulation and vocal techniques vital to stage performers and other public speaking related fields. Uses text and exercises to free the voice, develop effective breathing, flexibility of vocal production and projection. Study of the International Phonetic Alphabet and its application to stage dialects will also be explored.  Prerequisites: THE-215 is recommended",2015
THE,240,Theatre Ensemble,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-240,Guided participation in the production of Department Main stage productions. Students in this course will assist in the building of sets and costumes and/or lighting Main stage plays. Students should be aware that the course runs only during the production build-time of the play (September through mid-November and February through April). May be repeated for credit.,2015
THE,250,Scenic Painting,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-250,"An introduction to theatrical scene painting techniques and execution. This course will explore painting equipment and supplies, priming and preparation of surfaces and materials, standard techniques and use of texture for ornamental effects. Prerequisites: THE-240",2015
THE,260,Stage Management,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-260,"An exploration of the process and principles of stage management. This course will teach students the tools used to confidently oversee the rehearsal and performance procedures of a stage production. Students will gain experience in organizing a prompt book, running a rehearsal, supervising crew chiefs and successfully calling a performance. Students will also be required to create a stage manager's kit.  Prerequisites: THE-240",2015
THE,270,Theatre and Arts Management,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-270,"Company structure, financing, marketing, promotion, box office and house management associated with theatre and the performing arts. Lab (as appropriate) linked to production.  Prerequisites: THE-215",2015
THE,291,Stage Combat,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-291,"Theory and technique for use in armed and unarmed stage combat. This course will allow students to polish their skills in illusionary stage violence while promoting safety and strong technical skills. Students will learn falls, rolls, hand to hand, and rapier fighting techniques (dagger, broadsword, and/or quarterstaff techniques may be explored if time allows). Prerequisites: THE-215",2015
THE,299T,Special Topics in Theatre,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/200/THE-299T,nan,2015
THE,302,Applied Theatre: Lighting,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-302,By contract. Stage lighting practicum in a creative leadership capacity linked to production. Focuses on the practical application of acquired knowledge and requires a written report of the process. Prerequisites: THE-240 and Instructor permission.,2015
THE,303,Applied Theatre: Costuming,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-303,By contract. Stage costuming practicum in a creative leadership capacity linked to production. Focuses on the practical application of acquired knowledge and requires a written report of the process. Prerequisites: THE-211 and Instructor permission.,2015
THE,304,Applied Theatre: Management,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-304,By contract. Theatre management practicum in connection with a Mainstage production. Focuses on the practical application of acquired knowledge and requires a written report of the production management process. Prerequisites: THE-260 and Instructor permission.,2015
THE,305,Applied Theatre: Acting,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-305,By contract. Acting practicum linked to a Mainstage or senior project production. Focuses on the practical application of acquired knowledge and requires a written report of the process. Prerequisites: THE-215 and Instructor permission.,2015
THE,306,Applied Theatre: Scenery,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-306,By contract. Scenery practicum in a creative leadership capacity linked to production. Focuses on the practical application of acquired knowledge and requires a written report of the process. Prerequisites: THE-240 and Instructor permission.,2015
THE,310,Costume Design,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-310,"Costume Design is an essential part of the theatrical experience. The clothing an actor wears is another color in the theatrical palette that can reinforce time, place and style. By developing strong artistic choices through patterns, draping and fashion history, the costumer works with the artistic team in creating a unified environment that enhances the story being told. Students will learn how to evolve a character from the written text to a color rendering. Costume history and various rendering mediums will be explored.  Prerequisites: THE-201 and THE-240.",2015
THE,311,Lighting Design,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-311,"Stage lighting functions to make the actors and their environs visible to the audience. It can also evoke the appropriate mood, indicate time of day and location, shift emphasis from one stage area to another, reinforce the style of the production, make objects on stage appear flat or three dimensional and blend the visual elements on stage into a unified whole. This course covers the fundamental tools of the lighting designer, preparing for the theatre space, and production techniques. The course explores the translating of theatrical moments into lighting sketches, storyboards, and atmospheres, as well as the transitions from one atmosphere to another and developing points of view.  Prerequisites: THE-201 and THE-240",2015
THE,315,Principles of Directing,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-315,"Theory and practice in staging a play, including performance analysis, composition, picturization, movement, pantomime dramatization, tempo and pace, rehearsal techniques and problem solving.  Prerequisites: THE-215,THE-240 and THE-260",2015
THE,316,Acting Period Styles,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-316,"An exploration in acting, emphasizing the importance of character in plays belonging to a period style including Shakespeare, Restoration Comedy and others such as Ancient Greek, Moliere and Coward. Students will gain knowledge and technique through combining scene work with period dance. Use of props and elements of costume may also be incorporated.  Prerequisites: THE-215",2015
THE,320,Theatre History I,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-320,"A survey of world theatre history from 5000 B.C. to 1642, including the reading of representative plays. Prerequisite: THE-115, THE-140 or THE-215",2015
THE,321,Theatre History II,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-321,"A survey of world theatre history from 1642 to present day, including the reading of representative plays. Prequisites: THE-115, THE-140 or THE-215",2015
THE,340,Scenic Design,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-340,"Principles and techniques for creating the stage environment through scenery. Includes theoretical concepts, presentation of the design idea and design technology culminating in the creation of a concrete design. Prerequisites: THE-140",2015
THE,355,Acting Shakespeare,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-355,"This course focuses on the challenges of bringing the plays of William Shakespeare to life on stage. Students will incorporate various techniques to comprehend and communicate the works of Shakespeare. These include: defining of words, acting approaches derived from the written structure of the verse; study of the First Folio; and vocal/emotional connection to the text.  Prerequisites: THE-215",2015
THE,390,Acting Creative Drama,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-390,"An introduction to the principles and practice of a game-based, improvisational approach to theatre. Focus on improvisational games and open scenes to explore acting/storytelling without scripted materials as well as examination of other problems in performance.  Prerequisites: THE-215",2015
THE,397,Internship,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-397,Individually arranged and supervised internship with a sponsor such as The Idaho Shakespeare Festival. Designed to provide practical experience in the student's area of interest. Periodic reports and papers may be required. See internship guidelines.  Prerequisite: Instructor permission required,2015
THE,398,Theatre Minor Capstone Writing Project,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-398,"As a final project for theatre minors, students write a detailed review of a professional theatre production (approved by theatre department) that will analyze and critique all facets of production and performance as well as a paper reflecting how the theatre minor complemented a student's major or vocational skill.  Prerequisites: Instructor permission",2015
THE,399T,Special Topics in Theatre,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/300/THE-399T,nan,2015
THE,407,Advanced Directing,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-407,"A more in-depth examination of the art of stage direction using advanced methods, live performance study, advanced theory and culminating in each student directing a one-act play for public performance.  Prerequisites: THE-315",2015
THE,415,Acting Contemporary Scene Studies,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-415,"This course is designed for the advanced Theatre student to thoroughly explore character and scene study through the works of contemporary playwrights. Students will discuss, analyze, and act in scenes from challenging modern works.  Prerequisites: THE-215",2015
THE,430,Scenic Painting,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-430,"Winter.  Alt. years.  Prereq.:  THE 240.  An introduction to theatrical scene painting techniques and execution.  This course will explore painting equipment and supplies, priming and preparation of surfaces and materials, standard techniques and use of texture for ornamental effects.  Extra fee.",2015
THE,490,Theatre Senior Project,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-490,"The Theatre Senior Project is a capstone course comprised of a research component and a demonstration of acquired skills and abilities. The course encourages the students to prepare for life beyond The College of Idaho (in graduate study or in the professional theatre) and helps prepare them for this next step. In the fall, theatre majors will consider their immediate plans for after graduation and research both graduate programs in which they are interested (including application and audition/interview criteria for those programs, etc.) and cities in which they are considering pursuing a career in theatre. In the fall, students register for THE-490F for one (1) credit. In the spring, the students will prepare a showcase applicable to their concentration (scenes and audition piece, design portfolios, resumes, articles, scripts, etc.) and present them to an audience and/or invited representatives from area theatres and producing companies. In the spring, students register for THE-490S for two (2) credits.  Prerequisites: Instructor permission",2015
THE,491,Theatre Senior Project,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-491,"The Theatre Senior Project is a capstone course comprised of a research component and a demonstration of acquired skills and abilities. The course encourages the students to prepare for life beyond The College of Idaho (in graduate study or in the professional theatre) and helps prepare them for this next step.In spring, the students will prepare a showcase applicable to their concentration (scenes and audition piece, design portfolios, resumes, articles, scripts, etc.) and present them to an audience and/or invited representatives from area theatres and producing companies. (2 credits)",2015
THE,494,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-494,Advanced problems in theatre not covered in courses normally available. See internship guidelines.  Prerequisites: Instructor permission,2015
THE,497,Internship,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-497,Individually arranged and supervised internship with a sponsor such as The Idaho Shakespeare Festival. Designed to provide practical experience in the student's area of interest. Periodic reports and papers may be required. See internship guidelines.  Prerequisites: Instructor permission,2015
THE,499T,Special Topics in Theatre,http://collegeofidaho.smartcatalogiq.com/en/2015-16/Undergraduate-Catalog/Courses/THE-Theatre/400/THE-499T,nan,2015
ACC,221,Financial Accounting,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/200/ACC-221,"An introduction to the field of accounting, emphasizing double-entry record keeping, preparation of balance sheets and income statements, and the uses and limitations of external financial reporting. Prerequisites: MAT-125 or MAT-212 or MAT-150 or higher-level calculus course.",2016
ACC,222,Managerial Accounting,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/200/ACC-222,"A study of the role of accounting information in decision-making emphasizing the use of accounting data for internal management decisions.  The course includes an introduction to cash flows, cost accounting, cost-volume-profit relationships and budgeting in business decisions. Prerequisite: ACC-221",2016
ACC,318,Intermediate Accounting I,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/300/ACC-318,"A comprehensive study of the theory, principles and procedures used in reporting financial information to decision makers via the balance sheet and statements of income, retained earnings and changes in financial position. Prerequisites: ACC-222 and BUS-330",2016
ACC,320,Intermediate Accounting II,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/300/ACC-320,"A comprehensive study of the theory, principles and procedures used in reporting financial information to decision makers via the balance sheet and statements of income, retained earnings and changes in financial position. Prerequisite: ACC-318",2016
ACC,323,Electronic Accounting & Analysis,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/300/ACC-323,"This course is an introduction to electronic accounting and simulation analysis. Students will utilize computer packages in both areas, through ""hands on"" exercises, to develop and report information and strategies for managerial consideration. Prerequisite: ACC-221",2016
ACC,423,Auditing,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-423,"A study of the principles governing the independent review of financial statements, professional standards, ethics, evaluation of internal control, auditing procedures and preparation of working papers. Prerequisite: ACC-320",2016
ACC,424,Tax Accounting I,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-424,"A study of income, excise, and social security taxation emphasizing individual and small enterprise tax problems. Selected fields of small enterprise activity are explored to provide specific emphasis. Prerequisites: ACC-222",2016
ACC,425,Tax Accounting II,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-425,"A study of income, excise, and social security taxation emphasizing individual and small enterprise tax problems.  Selected fields of small enterprise activity are explored to provide specific emphasis. Prerequisite: ACC-424.",2016
ACC,426,Fund Accounting,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-426,"A study of the special nature of accounting for govern- mental, institutional, and non-profit economic entities.  The course will cover budgeting, fund characteristics, cost accounting systems, and analysis.Prerequisite: ACC-222.",2016
ACC,427,Cost Accounting,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-427,"A study of the role of accounting information in decision making emphasizing the use of accounting data for internal management decisions. The course includes an introduction to cash flows, cost accounting, cost-volume-profit relationships, and budgeting in business decisions and the theory, terminology, accumulation, reporting and evaluation of costs, including job order process and standard cost break-even analysis and budgeting techniques. Prerequisite: ACC-222",2016
ACC,494,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-494,Arranged.  Prerequisite: Instructor Permission.  Research in the field of concentration for qualified students. This course fulfills the General Graduation Requirement for independent work.  See independent study guidelines.,2016
ACC,497,Internship,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ACC-Accounting/400/ACC-497,Individually arranged and supervised internships with sponsors such as business organizations designed to provide practical experience in the field of concentration. Periodic reports and papers may be required.  Prerequisite: Instructor Permission,2016
ART,100,Drawing and Composition,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-100,A study of the principles and elements of composition using an extensive selection of drawing media.  Primary focus is on black and white. *Extra fees apply in most studio art courses. See Course Schedule for details.,2016
ART,101,Basic Painting,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-101,Instruction in the basic principles of painting composition.  Emphasis will be on the individual's creative development through the exploration of both opaque and transparent media. *Extra fees apply in most studio art courses. See Course Schedule for details.,2016
ART,103,Ceramics,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-103,"A basic introduction to pottery and sculptural forms in clay, using both hand and wheel methods. The course includes instruction in a variety of glazing and firing techniques, such as stoneware, raku, and low-fire glazing. *Extra fees apply in most studio art courses. See Course Schedule for details.",2016
ART,107,Digital Imaging,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-107,"This course will explore the use of both traditional and digital means to create concept-driven images. Topics will include but are not limited to digital negatives, retouch and image manipulation using Adobe CC Photoshop. *Extra fees apply in most studio art courses.",2016
ART,108,Introduction to Web Design,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-108,"This introductory studio course will address visual and functional design in websites. Topics such as design, usability, navigation, hyperlinks, text, and images will be covered through studio assignments using Adobe CC Dreamweaver.  *Extra fees apply in most studio art courses.",2016
ART,120,Jewelry Making,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-120,This studio course will introduce students to jewelry design and construction using metal and other materials. *Extra fees apply in most studio art courses. See Course Schedule for details.,2016
ART,121,Book Arts and Papermaking,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-121,"Introduction to artists' books using western papermaking techniques. This course will cover non-traditional book structures, development of form and content, and bookbinding skills.",2016
ART,125,Introduction to Raku Ceramics,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-125,"A studio course exploring basic ceramic techniques, pottery design, and the Japanese quick-fire method of Raku.  *Extra fees apply in most studio art courses. See Course Schedule for details.",2016
ART,130,Introduction to Design,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-130,"This studio course will explore the creative application of design elements and principles which provide a conceptual basis for organizing two- dimensional composition. Issues of line, color, shape, texture and space will be explored through a variety of media.  *Extra fees apply in most studio art courses.",2016
ART,132,Three-Dimensional Design,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-132,"This studio course will explore the visual elements and principles of three-dimensional design and their creative and conceptual application in fine and applied design. Concepts such as line, volume, mass, space, time and movement will be investigated in a variety of materials and techniques. *Extra fees apply in most studio art courses.",2016
